home_id,date,event_time,subject_type,subject,metric_code,value,unit,baseline_value,delta_value,baseline_days,data_status,evidence
demo_solo_house009,2023-09-23,2023-09-23 04:27:34,behavior,수면,sleep_observation_event,1,건,1.5,-0.5,14,virtual_timeline_with_synthetic_baseline,행동 원본 사건; location=침실(가상 배치); source_status=CASAS-Aruba:aruba.txt:line15126;original=2010-11-06T04:27:34.658690..2010-11-06T08:57:49.832587;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; LLM 프롬프트 개발용 임의 14일 기준값=1.5건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 04:27:34,behavior,수면,sleep_source_interval_minutes,270.253,분,297.278,-27.025,14,derived_virtual_interval_with_synthetic_baseline,행동 원본 사건; location=침실(가상 배치); source_status=CASAS-Aruba:aruba.txt:line15126;original=2010-11-06T04:27:34.658690..2010-11-06T08:57:49.832587;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; source_status의 original 시작·종료로 계산; 현재 가상 event_time 이후 실제 지속시간을 보장하지 않음; LLM 프롬프트 개발용 임의 14일 기준값=297.278분; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 08:36:54.200000,appliance,일반 냉장고,refrigerator_power_active_end_event,1,건,1.25,-0.25,14,source_based_inference_with_synthetic_baseline,가전 원본 사건; action=전력 활성 종료; episode_id=house_009_20230923_ch21_002; phase=report_day; source_file=H009_ch21_20230923.json; source_anchor=labels.active_inactive[1]=2023-09-23 01:12:14.914..2023-09-23 08:36:54.200; source_evidence=AIHome active_inactive power interval; source_home_id=['house_009'] -> output_home_id=demo_solo_house009; 냉장고 전력 활성 사건이며 문 열림/닫힘 사건이 아님; LLM 프롬프트 개발용 임의 14일 기준값=1.25건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 08:36:54.200000,appliance,일반 냉장고,refrigerator_episode_duration_minutes,444.655,분,400.19,44.465,14,derived_from_source_events_with_synthetic_baseline,가전 시작·종료 사건에서 계산; episode_id=house_009_20230923_ch21_002; start=2023-09-23 01:12:14.914000; end=2023-09-23 08:36:54.200000; value=(end-start)/60초; 냉장고 전력 활성 시간이며 문 열림 시간이 아님; LLM 프롬프트 개발용 임의 14일 기준값=400.19분; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:07:44,behavior,걷기,walking_observation_event,1,건,1.25,-0.25,14,virtual_timeline_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=collected-ESP:20260916T004405.479229Z-9032b27a.csv;original=2026-09-16T00:44:06.101785+00:00..2026-09-16T00:45:06.106375+00:00;time=context_replay;location=virtual;context=nomat_walk_01+CASAS_line15280; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; LLM 프롬프트 개발용 임의 14일 기준값=1.25건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:07:44,behavior,걷기,walking_source_interval_minutes,1,분,0.85,0.15,14,derived_virtual_interval_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=collected-ESP:20260916T004405.479229Z-9032b27a.csv;original=2026-09-16T00:44:06.101785+00:00..2026-09-16T00:45:06.106375+00:00;time=context_replay;location=virtual;context=nomat_walk_01+CASAS_line15280; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; source_status의 original 시작·종료로 계산; 현재 가상 event_time 이후 실제 지속시간을 보장하지 않음; LLM 프롬프트 개발용 임의 14일 기준값=0.85분; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:09:44,behavior,식사 준비,meal_preparation_observation_event,1,건,1.25,-0.25,14,virtual_timeline_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line15280;original=2010-11-06T09:09:44.374728..2010-11-06T09:19:14.719135;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; LLM 프롬프트 개발용 임의 14일 기준값=1.25건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:09:44,behavior,식사 준비,meal_preparation_source_interval_minutes,9.506,분,8.08,1.426,14,derived_virtual_interval_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line15280;original=2010-11-06T09:09:44.374728..2010-11-06T09:19:14.719135;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; source_status의 original 시작·종료로 계산; 현재 가상 event_time 이후 실제 지속시간을 보장하지 않음; LLM 프롬프트 개발용 임의 14일 기준값=8.08분; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:10:44,behavior,서있음,standing_observation_event,1,건,1.25,-0.25,14,virtual_timeline_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=collected-ESP:20260916T003516.786741Z-ffdf5493.csv;original=2026-09-16T00:35:17.472892+00:00..2026-09-16T00:36:17.474372+00:00;time=context_replay;location=virtual;context=nomat_stand_still_01+CASAS_line15280; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; LLM 프롬프트 개발용 임의 14일 기준값=1.25건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:10:44,behavior,서있음,standing_source_interval_minutes,1,분,1.15,-0.15,14,derived_virtual_interval_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=collected-ESP:20260916T003516.786741Z-ffdf5493.csv;original=2026-09-16T00:35:17.472892+00:00..2026-09-16T00:36:17.474372+00:00;time=context_replay;location=virtual;context=nomat_stand_still_01+CASAS_line15280; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; source_status의 original 시작·종료로 계산; 현재 가상 event_time 이후 실제 지속시간을 보장하지 않음; LLM 프롬프트 개발용 임의 14일 기준값=1.15분; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:16:11.900000,appliance,선풍기,fan_usage_end_event,1,건,1,0,14,source_based_inference_with_synthetic_baseline,가전 원본 사건; action=사용 종료; episode_id=house_009_20230923_ch03_002; phase=report_day; source_file=H009_ch03_20230923.json; source_anchor=labels.active_inactive[1]=2023-09-23 03:58:59.999..2023-09-23 09:16:11.900; source_evidence=AIHome active_inactive power interval; source_home_id=['house_009'] -> output_home_id=demo_solo_house009; LLM 프롬프트 개발용 임의 14일 기준값=1건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:16:11.900000,appliance,선풍기,fan_episode_duration_minutes,317.198,분,348.918,-31.72,14,derived_from_source_events_with_synthetic_baseline,가전 시작·종료 사건에서 계산; episode_id=house_009_20230923_ch03_002; start=2023-09-23 03:58:59.999000; end=2023-09-23 09:16:11.900000; value=(end-start)/60초; LLM 프롬프트 개발용 임의 14일 기준값=348.918분; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:21:10,behavior,식사 준비,meal_preparation_observation_event,1,건,1.25,-0.25,14,virtual_timeline_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line15495;original=2010-11-06T09:21:10.829516..2010-11-06T09:28:18.535625;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; LLM 프롬프트 개발용 임의 14일 기준값=1.25건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:21:10,behavior,식사 준비,meal_preparation_source_interval_minutes,7.128,분,8.197,-1.069,14,derived_virtual_interval_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line15495;original=2010-11-06T09:21:10.829516..2010-11-06T09:28:18.535625;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; source_status의 original 시작·종료로 계산; 현재 가상 event_time 이후 실제 지속시간을 보장하지 않음; LLM 프롬프트 개발용 임의 14일 기준값=8.197분; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:28:19,behavior,식사,meal_observation_event,1,건,0.75,0.25,14,virtual_timeline_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line15637;original=2010-11-06T09:28:19.566626..2010-11-06T09:37:40.974527;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; LLM 프롬프트 개발용 임의 14일 기준값=0.75건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:28:19,behavior,식사,meal_source_interval_minutes,9.357,분,7.953,1.404,14,derived_virtual_interval_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line15637;original=2010-11-06T09:28:19.566626..2010-11-06T09:37:40.974527;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; source_status의 original 시작·종료로 계산; 현재 가상 event_time 이후 실제 지속시간을 보장하지 않음; LLM 프롬프트 개발용 임의 14일 기준값=7.953분; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:38:24,behavior,설거지,dishwashing_observation_event,1,건,1,0,14,virtual_timeline_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line15661;original=2010-11-06T09:38:24.364374..2010-11-06T09:41:18.711268;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; LLM 프롬프트 개발용 임의 14일 기준값=1건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:38:24,behavior,설거지,dishwashing_source_interval_minutes,2.906,분,3.342,-0.436,14,derived_virtual_interval_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line15661;original=2010-11-06T09:38:24.364374..2010-11-06T09:41:18.711268;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; source_status의 original 시작·종료로 계산; 현재 가상 event_time 이후 실제 지속시간을 보장하지 않음; LLM 프롬프트 개발용 임의 14일 기준값=3.342분; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:42:55.733000,appliance,세탁기,washing_machine_usage_start_event,1,건,1,0,14,source_based_inference_with_synthetic_baseline,가전 원본 사건; action=사용 시작; episode_id=house_009_20230923_ch06_001; phase=report_day; source_file=H009_ch06_20230923.json; source_anchor=labels.active_inactive[0]=2023-09-23 09:42:55.733..2023-09-23 11:13:20.704; source_evidence=AIHome active_inactive power interval; source_home_id=['house_009'] -> output_home_id=demo_solo_house009; LLM 프롬프트 개발용 임의 14일 기준값=1건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 09:54:17.633000,appliance,일반 냉장고,refrigerator_power_active_start_event,1,건,1.5,-0.5,14,source_based_inference_with_synthetic_baseline,가전 원본 사건; action=전력 활성 시작; episode_id=house_009_20230923_ch21_003; phase=report_day; source_file=H009_ch21_20230923.json; source_anchor=labels.active_inactive[2]=2023-09-23 09:54:17.633..2023-09-23 14:45:00.400; source_evidence=AIHome active_inactive power interval; source_home_id=['house_009'] -> output_home_id=demo_solo_house009; 냉장고 전력 활성 사건이며 문 열림/닫힘 사건이 아님; LLM 프롬프트 개발용 임의 14일 기준값=1.5건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 11:11:08,behavior,휴식,rest_observation_event,1,건,1,0,14,virtual_timeline_with_synthetic_baseline,행동 원본 사건; location=거실(가상 배치); source_status=CASAS-Aruba:aruba.txt:line16544;original=2010-11-06T11:11:08.204165..2010-11-06T11:25:23.510404;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; LLM 프롬프트 개발용 임의 14일 기준값=1건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 11:11:08,behavior,휴식,rest_source_interval_minutes,14.255,분,12.83,1.425,14,derived_virtual_interval_with_synthetic_baseline,행동 원본 사건; location=거실(가상 배치); source_status=CASAS-Aruba:aruba.txt:line16544;original=2010-11-06T11:11:08.204165..2010-11-06T11:25:23.510404;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; source_status의 original 시작·종료로 계산; 현재 가상 event_time 이후 실제 지속시간을 보장하지 않음; LLM 프롬프트 개발용 임의 14일 기준값=12.83분; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 11:13:20.704000,appliance,세탁기,washing_machine_usage_end_event,1,건,0.75,0.25,14,source_based_inference_with_synthetic_baseline,가전 원본 사건; action=사용 종료; episode_id=house_009_20230923_ch06_001; phase=report_day; source_file=H009_ch06_20230923.json; source_anchor=labels.active_inactive[0]=2023-09-23 09:42:55.733..2023-09-23 11:13:20.704; source_evidence=AIHome active_inactive power interval; source_home_id=['house_009'] -> output_home_id=demo_solo_house009; LLM 프롬프트 개발용 임의 14일 기준값=0.75건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 11:13:20.704000,appliance,세탁기,washing_machine_episode_duration_minutes,90.416,분,103.978,-13.562,14,derived_from_source_events_with_synthetic_baseline,가전 시작·종료 사건에서 계산; episode_id=house_009_20230923_ch06_001; start=2023-09-23 09:42:55.733000; end=2023-09-23 11:13:20.704000; value=(end-start)/60초; LLM 프롬프트 개발용 임의 14일 기준값=103.978분; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 11:55:15,behavior,식사 준비,meal_preparation_observation_event,1,건,1.25,-0.25,14,virtual_timeline_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line17075;original=2010-11-06T11:55:15.837614..2010-11-06T11:56:11.347205;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; LLM 프롬프트 개발용 임의 14일 기준값=1.25건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 11:55:15,behavior,식사 준비,meal_preparation_source_interval_minutes,0.925,분,0.786,0.139,14,derived_virtual_interval_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line17075;original=2010-11-06T11:55:15.837614..2010-11-06T11:56:11.347205;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; source_status의 original 시작·종료로 계산; 현재 가상 event_time 이후 실제 지속시간을 보장하지 않음; LLM 프롬프트 개발용 임의 14일 기준값=0.786분; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 11:58:12,behavior,식사 준비,meal_preparation_observation_event,1,건,1.25,-0.25,14,virtual_timeline_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line17135;original=2010-11-06T11:58:12.195368..2010-11-06T12:02:08.363476;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; LLM 프롬프트 개발용 임의 14일 기준값=1.25건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 11:58:12,behavior,식사 준비,meal_preparation_source_interval_minutes,3.936,분,4.526,-0.59,14,derived_virtual_interval_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line17135;original=2010-11-06T11:58:12.195368..2010-11-06T12:02:08.363476;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; source_status의 original 시작·종료로 계산; 현재 가상 event_time 이후 실제 지속시간을 보장하지 않음; LLM 프롬프트 개발용 임의 14일 기준값=4.526분; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 12:02:29,behavior,식사,meal_observation_event,1,건,0.75,0.25,14,virtual_timeline_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line17272;original=2010-11-06T12:02:29.411879..2010-11-06T12:09:53.753134;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; LLM 프롬프트 개발용 임의 14일 기준값=0.75건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 12:02:29,behavior,식사,meal_source_interval_minutes,7.406,분,6.295,1.111,14,derived_virtual_interval_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line17272;original=2010-11-06T12:02:29.411879..2010-11-06T12:09:53.753134;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; source_status의 original 시작·종료로 계산; 현재 가상 event_time 이후 실제 지속시간을 보장하지 않음; LLM 프롬프트 개발용 임의 14일 기준값=6.295분; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 12:09:59,behavior,설거지,dishwashing_observation_event,1,건,1,0,14,virtual_timeline_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line17318;original=2010-11-06T12:09:59.911038..2010-11-06T12:11:57.556951;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; LLM 프롬프트 개발용 임의 14일 기준값=1건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 12:09:59,behavior,설거지,dishwashing_source_interval_minutes,1.961,분,1.765,0.196,14,derived_virtual_interval_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line17318;original=2010-11-06T12:09:59.911038..2010-11-06T12:11:57.556951;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; source_status의 original 시작·종료로 계산; 현재 가상 event_time 이후 실제 지속시간을 보장하지 않음; LLM 프롬프트 개발용 임의 14일 기준값=1.765분; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
demo_solo_house009,2023-09-23,2023-09-23 12:35:50,behavior,식사,meal_observation_event,1,건,0.75,0.25,14,virtual_timeline_with_synthetic_baseline,행동 원본 사건; location=주방(가상 배치); source_status=CASAS-Aruba:aruba.txt:line17595;original=2010-11-06T12:35:50.690281..2010-11-06T12:49:00.074717;time=date_shifted_clock_preserved;location=virtual;context=activity_label; source_home_id=['demo_solo_house009']; CASAS 날짜 이동 또는 ESP 맥락 재배치를 포함한 가상 타임라인; LLM 프롬프트 개발용 임의 14일 기준값=0.75건; 실제 과거 관측 평균이 아님; delta_value=value-baseline_value
